"";"from";"to";"weight";"width";"color";"edge.btweenness";"walktrap.community.x";"walktrap.community.y";"group"
"418";"EA_DQCT_ Centro de Recuperação Resgatando Vidas";"UAP_RUR_ Igrejinha";1;1;"gray";8,11194624089361;5;8;NA
"419";"CRAS_AS_ CRAS Norte Benfica";"CAPS_AD";1;1;"gray";135,905955528819;8;8;"8"
"420";"CRAS_AS_ CRAS Norte Benfica";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";1;1;"gray";138,395686827454;8;8;"8"
"421";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ Santa Cruz";1;1;"gray";12,6741435032066;8;8;"8"
"422";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ São Judas Tadeu";1;1;"gray";10,7455664232518;8;8;"8"
"423";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ Jóquei Clube II";1;1;"gray";10,8591543458262;8;8;"8"
"424";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ Barreira do Triunfo";1;1;"gray";11,336544011544;8;5;NA
"425";"CRAS_AS_ CRAS Norte Benfica";"ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)";1;1;"gray";40,6981196093857;8;3;NA
"426";"CRAS_AS_ CRAS Norte Benfica";"UAP_RUR_ Igrejinha";1;1;"gray";8,6193833943834;8;8;"8"
"427";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ Jóquei Clube I";1;1;"gray";8,23336940836941;8;8;"8"
"428";"CRAS_AS_ CRAS Norte Benfica";"ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas";1;1;"gray";21,3045677819517;8;3;NA
"429";"CRAS_AS_ CRAS Norte Benfica";"UAP_URB_ Vila Esperança";1;1;"gray";10,7273722390441;8;3;NA
"430";"CRAS_AS_ CRAS Centro";"CAPS_AD";1;1;"gray";162,971958114349;8;8;"8"
"431";"CRAS_AS_ CRAS Centro";"UAP_URB_ Santa Cecília";1;1;"gray";11,9935897435897;8;3;NA
"432";"CRAS_AS_ CRAS Centro";"UAP_URB_ Milho Branco";1;1;"gray";18,7051948051948;8;8;"8"
"433";"CRAS_AS_ CRAS Centro";"UAP_URB_ Dom Bosco";1;1;"gray";9,71404151404151;8;3;NA
"434";"CRAS_AS_ CRAS Centro";"UAP_RUR_ Monte Verde";1;1;"gray";8,63076923076923;8;8;"8"
"435";"CRAS_AS_ CRAS Centro";"UAP_RUR_ Torreões";1;1;"gray";8,63076923076923;8;8;"8"
"436";"CRAS_AS_ CRAS Centro";"UAP_URB_ Esplanada";1;1;"gray";12,423026973027;8;8;"8"
"437";"CRAS_AS_ CRAS Centro";"UAP_URB_ Monte Castelo";1;1;"gray";8,25833333333333;8;8;"8"
"438";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";18,9971722721723;5;8;NA
"439";"EA_DQCT_ Associação Beneficente Cristã Restituir";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";1;1;"gray";21,4038829963753;5;8;NA
"440";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CAPS_AD";1;1;"gray";24,0767717267717;5;8;NA
"441";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Sudeste Costa Carvalho";1;1;"gray";10,1022915772916;5;3;NA
"442";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRE_SOC_ CREAS Infância e Juventude";1;1;"gray";5,27226512226512;5;3;NA
"443";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRE_SOC_ CREAS Norte";1;1;"gray";6,30308857808858;5;8;NA
"444";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)";1;1;"gray";6,82493894993895;5;5;"5"
"445";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro de Recuperação Resgatando Vidas";1;1;"gray";3,72857142857143;5;5;"5"
"446";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Norte Benfica";1;1;"gray";3,96195783695784;5;8;NA
"447";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Centro";1;1;"gray";2,77619047619048;5;8;NA
"448";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRE_SOC_ CREAS Idoso e Mulher";1;1;"gray";13,9283608783609;5;3;NA
"449";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CAPS_CO_ CAPS HU";1;1;"gray";4,73074513206092;5;3;NA
"450";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CAPS_CO_ CAPS IJ";1;1;"gray";3,06526894158473;5;3;NA
"451";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Leste São Benedito";1;1;"gray";7,60298902798903;5;3;NA
"452";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Nordeste Grama";1;1;"gray";3,9504329004329;5;3;NA
"453";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Leste Linhares";1;1;"gray";2,61111111111111;5;3;NA
"454";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ACO_INS_ Casa da Cidadania";1;1;"gray";2,21868686868687;5;3;NA
"455";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Sudeste Olavo Costa";1;1;"gray";2,59166666666667;5;3;NA
"456";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ENT_SOC_ Associação Casa Viva";1;1;"gray";7,78673028673029;5;4;NA
"457";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";2,4274531024531;5;3;NA
"458";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)";1;1;"gray";2,7726911976912;5;3;NA
"459";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)";1;1;"gray";2,81435786435786;5;3;NA
"460";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Associação Projeto Amor e Restauração – APAR";1;1;"gray";4,00277777777778;5;5;"5"
"461";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRA_SOC_ CRAS Sul Ipiranga";1;1;"gray";6,21604819104819;5;4;NA
"462";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRAS_AS_ CRAS Oeste São Pedro";1;1;"gray";18,1553021053021;5;3;NA
"463";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ENT_SOC_ Fundação Maria Mãe";1;1;"gray";6,83869047619048;5;3;NA
"464";"EA_DQCT_ Associação Beneficente Cristã Restituir";"UAP_URB_ Progresso";1;1;"gray";4,49386724386724;5;3;NA
"465";"EA_DQCT_ Associação Beneficente Cristã Restituir";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";2,94213564213564;5;3;NA
"466";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro Metodista de Assistência aos Toxicômanos – CEMAT";1;1;"gray";3,15739348370927;5;5;"5"
"467";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro Terapêutico Reconstruir (fazenda)";1;1;"gray";151;5;9;NA
"468";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro Metodista de Assistência aos Toxicômanos – CEMAT (Escritório)";1;1;"gray";1,87142857142857;5;5;"5"
"469";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Centro Terapêutico Reconstruir (escritório)";1;1;"gray";151;5;9;NA
"470";"EA_DQCT_ Associação Beneficente Cristã Restituir";"EA_DQCT_ Grupo de Apoio à Família e aos Dependentes Químicos – GAFADEQUI (Administração, triagem e apoio aos familiares)";1;1;"gray";7,03079004329004;5;10;NA
"471";"EA_DQCT_ Associação Beneficente Cristã Restituir";"UAP_RUR_ Rosário de Minas";1;1;"gray";2,15833333333333;5;8;NA
"472";"EA_DQCT_ Associação Beneficente Cristã Restituir";"UAP_URB_ Jardim Natal";1;1;"gray";2,15833333333333;5;8;NA
"473";"EA_DQCT_ Associação Beneficente Cristã Restituir";"UAP_URB_ Santa Rita";1;1;"gray";2,125;5;3;NA
"474";"EA_DQCT_ Associação Beneficente Cristã Restituir";"UAP_URB_ Jardim Esperança";1;1;"gray";1,94285714285714;5;3;NA
"475";"EA_DQCT_ Associação Beneficente Cristã Restituir";"ACO_INS_ Sociedade São Vicente de Paulo";1;1;"gray";3,33035714285714;5;3;NA
"476";"EA_DQCT_ Associação Beneficente Cristã Restituir";"AJU_MUT_ Grupo N.A. Glória";1;1;"gray";1,81666666666667;5;5;"5"
"477";"EA_DQCT_ Associação Beneficente Cristã Restituir";"AJU_MUT_ ALANON Grupo Libertação";1;1;"gray";133,270776445776;5;16;NA
"478";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";37,2520604395604;8;8;"8"
"479";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"CAPS_AD";1;1;"gray";44,3891720021257;8;8;"8"
"480";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"CRE_SOC_ CREAS Norte";1;1;"gray";7,82202380952381;8;8;"8"
"481";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)";1;1;"gray";8,50833333333333;8;5;NA
"482";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"EA_DQCT_ Centro de Recuperação Resgatando Vidas";1;1;"gray";2,56666666666667;8;5;NA
"483";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"CRAS_AS_ CRAS Norte Benfica";1;1;"gray";3,4359649122807;8;8;"8"
"484";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";1;1;"gray";5,67876100507679;8;4;NA
"485";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ACO_INS_ Casa da Cidadania";1;1;"gray";5,6681968031968;8;3;NA
"486";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ENT_SOC_ Associação Casa Viva";1;1;"gray";15,8010567548;8;4;NA
"487";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";17,3814477189477;8;3;NA
"488";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)";1;1;"gray";8,15999694749695;8;3;NA
"489";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"EA_DQCT_ Associação Projeto Amor e Restauração – APAR";1;1;"gray";4,24166666666667;8;5;NA
"490";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";20,4686660561661;8;8;"8"
"491";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"UAP_URB_ Nova Era";1;1;"gray";6,26824009324009;8;8;"8"
"492";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"UAP_URB_ Santa Cruz";1;1;"gray";3,52951955451955;8;8;"8"
"493";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"UAP_URB_ São Judas Tadeu";1;1;"gray";3,07818477818478;8;8;"8"
"494";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";4,83970473970474;8;3;NA
"495";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)";1;1;"gray";50,3533029105398;8;15;NA
"496";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"EA_DQCT_ Centro Metodista de Assistência aos Toxicômanos – CEMAT";1;1;"gray";6,86375379006958;8;5;NA
"497";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"AJU_MUT_ Igreja Batista Resplandecente Estrela do Amanhã  IBREM";1;1;"gray";154,713888888889;8;5;NA
"498";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"ASS_HOS_ Casa de Saúde Esperança";1;1;"gray";18,7147026863745;8;4;NA
"499";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"UAP_URB_ Benfica";1;1;"gray";2,65757575757576;8;8;"8"
"500";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"UAP_RUR_ Rosário de Minas";1;1;"gray";3,35;8;8;"8"
"501";"ENT_SOC_ Território Aliança pela Vida  Zona Norte";"AJU_MUT_ Grupo A.A. 29 de Junho";1;1;"gray";87,2406373315271;8;1;NA
"502";"UAP_URB_ Santa Cecília";"CAPS_AD";1;1;"gray";115,811976911977;3;8;NA
"503";"UAP_URB_ Santa Cecília";"CRAS_AS_ CRAS Centro";1;1;"gray";4,5;3;8;NA
"504";"UAP_URB_ Santa Cecília";"CRE_SOC_ CREAS Idoso e Mulher";1;1;"gray";61,94946997447;3;3;"3"
"505";"UAP_URB_ Santa Cecília";"UAP_URB_ Dom Bosco";1;1;"gray";3,33333333333333;3;3;"3"
"506";"UAP_URB_ Santa Cecília";"CAPS_CO_ CAPS Casa Viva";1;1;"gray";1,66666666666667;3;4;NA
"507";"UAP_URB_ Santa Cecília";"UAP_URB_ Centro Sul";1;1;"gray";2;3;4;NA
"508";"RES_TER_ Casa V1";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";87,5436839730318;4;8;NA
"509";"RES_TER_ Casa V1";"CRAS_AS_ CRAS Centro";1;1;"gray";6,08349657588788;4;8;NA
"510";"RES_TER_ Casa V1";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";1;1;"gray";15,2011108456761;4;4;"4"
"511";"RES_TER_ Casa V1";"ENT_SOC_ Associação Casa Viva";1;1;"gray";34,458386420343;4;4;"4"
"512";"RES_TER_ Casa V1";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";36,1867136486702;4;8;NA
"513";"RES_TER_ Casa V1";"CAPS_CO_ CAPS Casa Viva";1;1;"gray";1,96682990922121;4;4;"4"
"514";"RES_TER_ Casa V1";"CEN_CON_ Associação TRABALHARTE";1;1;"gray";3,96405213144344;4;4;"4"
"515";"RES_TER_ Casa V1";"UAP_URB_ Centro Sul";1;1;"gray";2,7;4;4;"4"
"516";"CRE_SOC_ CREAS Idoso e Mulher";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";20,8167354702252;3;8;NA
"517";"CRE_SOC_ CREAS Idoso e Mulher";"CAPS_AD";1;1;"gray";18,7648421652959;3;8;NA
"518";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Sudeste Costa Carvalho";1;1;"gray";25,9907296743035;3;3;"3"
"519";"CRE_SOC_ CREAS Idoso e Mulher";"CRE_SOC_ CREAS Infância e Juventude";1;1;"gray";5,73214285714286;3;3;"3"
"520";"CRE_SOC_ CREAS Idoso e Mulher";"CRE_SOC_ CREAS Norte";1;1;"gray";13,8050976800977;3;8;NA
"521";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Centro";1;1;"gray";4,2952380952381;3;8;NA
"522";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santa Cecília";1;1;"gray";9,2;3;3;"3"
"523";"CRE_SOC_ CREAS Idoso e Mulher";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";1;1;"gray";230,466215972075;3;2;NA
"524";"CRE_SOC_ CREAS Idoso e Mulher";"CAPS_CO_ CAPS HU";1;1;"gray";7,82085828969436;3;3;"3"
"525";"CRE_SOC_ CREAS Idoso e Mulher";"CAPS_CO_ CAPS IJ";1;1;"gray";5,72959073090652;3;3;"3"
"526";"CRE_SOC_ CREAS Idoso e Mulher";"CAPS_CO_ CAPS Leste";1;1;"gray";13,4604368931487;3;3;"3"
"527";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Leste São Benedito";1;1;"gray";19,0039793539794;3;3;"3"
"528";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Nordeste Grama";1;1;"gray";12,7323773448773;3;3;"3"
"529";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Leste Linhares";1;1;"gray";5,28172105672106;3;3;"3"
"530";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Parque Guarani";1;1;"gray";15,6852975241133;3;3;"3"
"531";"CRE_SOC_ CREAS Idoso e Mulher";"ACO_INS_ Casa da Cidadania";1;1;"gray";6,76903517535096;3;3;"3"
"532";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Sudeste Olavo Costa";1;1;"gray";7,1810988274375;3;3;"3"
"533";"CRE_SOC_ CREAS Idoso e Mulher";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";20,8625470719511;3;3;"3"
"534";"CRE_SOC_ CREAS Idoso e Mulher";"CRA_SOC_ CRAS Sul Ipiranga";1;1;"gray";14,3388801457064;3;4;NA
"535";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ São Pedro";1;1;"gray";28,9664418605131;3;3;"3"
"536";"CRE_SOC_ CREAS Idoso e Mulher";"CRAS_AS_ CRAS Oeste São Pedro";1;1;"gray";38,9428150888889;3;3;"3"
"537";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Alto Grajaú";1;1;"gray";13,4558172821331;3;3;"3"
"538";"CRE_SOC_ CREAS Idoso e Mulher";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";22,0757437007437;3;8;NA
"539";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santo Antônio";1;1;"gray";17,2657018420176;3;3;"3"
"540";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Grama";1;1;"gray";9,29657501791369;3;3;"3"
"541";"CRE_SOC_ CREAS Idoso e Mulher";"ENT_SOC_ Grupo Espírita de Ajuda aos Enfermos (GEDAE)";1;1;"gray";31,9535983284563;3;3;"3"
"542";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Marumbí";1;1;"gray";21,8404761904762;3;3;"3"
"543";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Progresso";1;1;"gray";14,0686507936508;3;3;"3"
"544";"CRE_SOC_ CREAS Idoso e Mulher";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";5,55388536901695;3;3;"3"
"545";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Furtado de Menezes";1;1;"gray";18,2596702560089;3;3;"3"
"546";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Bairro de Lourdes";1;1;"gray";19,1351252033972;3;4;NA
"547";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Vila Olavo Costa";1;1;"gray";12,5928571428571;3;3;"3"
"548";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Cruzeiro do Sul";1;1;"gray";10,8643939393939;3;3;"3"
"549";"CRE_SOC_ CREAS Idoso e Mulher";"ASS_HOS_ Clínica Vila Verde (Hospital Dia)";1;1;"gray";54,6258295625943;3;6;NA
"550";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Ipiranga";1;1;"gray";8,32032638414217;3;3;"3"
"551";"CRE_SOC_ CREAS Idoso e Mulher";"ASS_HOS_ Casa de Saúde Esperança";1;1;"gray";22,5178723453162;3;4;NA
"552";"CRE_SOC_ CREAS Idoso e Mulher";"ENT_SOC_ Casa de Acolhimento à Infância e Adolescente (CAIA)";1;1;"gray";22,8478276603172;3;3;"3"
"553";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Filgueiras";1;1;"gray";8,025;3;3;"3"
"554";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Jardim da Lua";1;1;"gray";8,55104427736007;3;3;"3"
"555";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Granjas Betânea";1;1;"gray";7,825;3;3;"3"
"556";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Borboleta";1;1;"gray";9,68369218500798;3;3;"3"
"557";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santos Dumont";1;1;"gray";9,63106060606061;3;3;"3"
"558";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Dom Bosco";1;1;"gray";7,90969643383436;3;3;"3"
"559";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Nossa Senhora Aparecida";1;1;"gray";7,86071428571429;3;3;"3"
"560";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santa Cândida/São Sebastião";1;1;"gray";8,71215538847118;3;3;"3"
"561";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ São Benedito";1;1;"gray";8,65952380952381;3;3;"3"
"562";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santa Efigênia";1;1;"gray";9,8359649122807;3;3;"3"
"563";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santa Luzia";1;1;"gray";8,11929824561403;3;4;NA
"564";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Bandeirantes";1;1;"gray";8,5;3;3;"3"
"565";"CRE_SOC_ CREAS Idoso e Mulher";"ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas";1;1;"gray";8,91119351599228;3;3;"3"
"566";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Linhares";1;1;"gray";7,97063492063492;3;3;"3"
"567";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Santa Rita";1;1;"gray";8,54166666666667;3;3;"3"
"568";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Jardim Esperança";1;1;"gray";8,27619047619048;3;3;"3"
"569";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Retiro";1;1;"gray";10,4138888888889;3;3;"3"
"570";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Vila Ideal";1;1;"gray";8,54404761904762;3;3;"3"
"571";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Teixeiras";1;1;"gray";10,375;3;3;"3"
"572";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Vale Verde";1;1;"gray";11,1666666666667;3;3;"3"
"573";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Nossa Senhora das Graças";1;1;"gray";9,68333333333333;3;3;"3"
"574";"CRE_SOC_ CREAS Idoso e Mulher";"CAPS_CO_ CAPS Casa Viva";1;1;"gray";5,19487734487735;3;4;NA
"575";"CRE_SOC_ CREAS Idoso e Mulher";"UAP_URB_ Centro Sul";1;1;"gray";9,57619047619047;3;4;NA
"576";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";39,2726551226551;4;8;NA
"577";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CAPS_AD";1;1;"gray";47,3681275494894;4;8;NA
"578";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CRE_SOC_ CREAS Infância e Juventude";1;1;"gray";14,8978433402346;4;3;NA
"579";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CRAS_AS_ CRAS Norte Benfica";1;1;"gray";20,6207957606556;4;8;NA
"580";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário";1;1;"gray";51,8501672733871;4;3;NA
"581";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CRAS_AS_ CRAS Nordeste Grama";1;1;"gray";34,1626803751804;4;3;NA
"582";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CRAS_AS_ CRAS Leste Linhares";1;1;"gray";13,6516233766234;4;3;NA
"583";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ACO_INS_ Casa da Cidadania";1;1;"gray";13,3075159154571;4;3;NA
"584";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ENT_SOC_ Associação Casa Viva";1;1;"gray";24,1824073815089;4;4;"4"
"585";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";66,5967211566047;4;3;NA
"586";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ São Pedro";1;1;"gray";59,0420337503764;4;3;NA
"587";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ Alto Grajaú";1;1;"gray";31,0824753748667;4;3;NA
"588";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";47,3140178963549;4;8;NA
"589";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";14,1259965593776;4;3;NA
"590";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ Ipiranga";1;1;"gray";15,1975445448271;4;3;NA
"591";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ASS_HOS_ Casa de Saúde Esperança";1;1;"gray";41,3736436924188;4;4;"4"
"592";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ Santa Luzia";1;1;"gray";11,1805555555556;4;4;"4"
"593";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"ENT_SOC_ Instituto Veredas (Projeto, Assessoria e Prática em Saúde Mental) // Serviço de Referência para Adolescentes do Instituto Veredas";1;1;"gray";17,6977716797376;4;3;NA
"594";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ Linhares";1;1;"gray";16,2289682539683;4;3;NA
"595";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";"UAP_URB_ Centro Sul";1;1;"gray";16,652380952381;4;4;"4"
"596";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"CAPS_AD";1;1;"gray";226,676830387327;2;8;NA
"597";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"CRAS_AS_ CRAS Centro";1;1;"gray";7,33333333333333;2;8;NA
"598";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) Dom Bosco";1;1;"gray";11,2573975287362;2;4;NA
"599";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"AJU_MUT_ Grupo de Apoio São Pedro do Amor Exigente (GASPAE)";1;1;"gray";25,7179604451276;2;15;NA
"600";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN)";1;1;"gray";65,8908393893688;2;2;"2"
"601";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"UAP_URB_ Dom Bosco";1;1;"gray";5,16904761904762;2;3;NA
"602";"ENT_SOC_ Associação Beneficente e Cultural Amigos do Noivo (ABAN) (Matriz)";"ENT_SOC_ ONG Saída";1;1;"gray";3,09090909090909;2;2;"2"
